Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 1000,2021-11-22,11,10,AL,US,21,2322
OUTLANDER 850,2021-11-22,1,11,AL,US,12,2151
OUTLANDER 450,2021-11-22,9,6,AL,US,15,2290
OUTLANDER 1000,2021-11-29,10,2,AL,US,12,2334
OUTLANDER 850,2021-11-29,13,6,AL,US,19,2170
OUTLANDER 450,2021-11-29,1,10,AL,US,11,2301
OUTLANDER 1000,2021-12-06,11,12,AL,US,23,2357
OUTLANDER 850,2021-12-06,12,3,AL,US,15,2185
OUTLANDER 450,2021-12-06,7,7,AL,US,14,2315
OUTLANDER 1000,2021-12-13,11,6,AL,US,17,2374
OUTLANDER 850,2021-12-13,4,9,AL,US,13,2198
OUTLANDER 450,2021-12-13,12,4,AL,US,16,2331
OUTLANDER 1000,2021-12-20,13,12,AL,US,25,2399
OUTLANDER 850,2021-12-20,9,9,AL,US,18,2216
OUTLANDER 450,2021-12-20,15,13,AL,US,28,2359
OUTLANDER 1000,2021-12-27,11,15,AL,US,26,2425
OUTLANDER 850,2021-12-27,8,4,AL,US,12,2228
OUTLANDER 450,2021-12-27,14,9,AL,US,23,2382
OUTLANDER 1000,2019-01-07,5,8,AK,US,13,13
OUTLANDER 850,2019-01-07,14,1,AK,US,15,15
OUTLANDER 450,2019-01-07,12,1,AK,US,13,13
OUTLANDER 1000,2019-01-14,13,7,AK,US,20,33
OUTLANDER 850,2019-01-14,14,8,AK,US,22,37
OUTLANDER 450,2019-01-14,9,2,AK,US,11,24
OUTLANDER 1000,2019-01-21,5,3,AK,US,8,41
OUTLANDER 850,2019-01-21,9,12,AK,US,21,58
OUTLANDER 450,2019-01-21,4,13,AK,US,17,41
OUTLANDER 1000,2019-01-28,12,11,AK,US,23,64
OUTLANDER 850,2019-01-28,1,13,AK,US,14,72
OUTLANDER 450,2019-01-28,9,11,AK,US,20,61
OUTLANDER 1000,2019-02-04,8,6,AK,US,14,78
OUTLANDER 850,2019-02-04,9,7,AK,US,16,88
OUTLANDER 450,2019-02-04,4,2,AK,US,6,67
OUTLANDER 1000,2019-02-11,0,8,AK,US,8,86
OUTLANDER 850,2019-02-11,7,1,AK,US,8,96
OUTLANDER 450,2019-02-11,6,0,AK,US,6,73
OUTLANDER 1000,2019-02-18,2,8,AK,US,10,96
OUTLANDER 850,2019-02-18,7,4,AK,US,11,107
OUTLANDER 450,2019-02-18,6,12,AK,US,18,91
OUTLANDER 1000,2019-02-25,4,4,AK,US,8,104
OUTLANDER 850,2019-02-25,14,13,AK,US,27,134
OUTLANDER 450,2019-02-25,3,4,AK,US,7,98
OUTLANDER 1000,2019-03-04,6,3,AK,US,9,113
OUTLANDER 850,2019-03-04,0,1,AK,US,1,135
OUTLANDER 450,2019-03-04,7,13,AK,US,20,118
OUTLANDER 1000,2019-03-11,9,3,AK,US,12,125
OUTLANDER 850,2019-03-11,3,14,AK,US,17,152
OUTLANDER 450,2019-03-11,10,5,AK,US,15,133
OUTLANDER 1000,2019-03-18,3,11,AK,US,14,139
OUTLANDER 850,2019-03-18,11,14,AK,US,25,177
OUTLANDER 450,2019-03-18,13,8,AK,US,21,154
OUTLANDER 1000,2019-03-25,11,4,AK,US,15,154
OUTLANDER 850,2019-03-25,1,8,AK,US,9,186
OUTLANDER 450,2019-03-25,10,5,AK,US,15,169
OUTLANDER 1000,2019-04-01,12,14,AK,US,26,180
OUTLANDER 850,2019-04-01,14,9,AK,US,23,209
OUTLANDER 450,2019-04-01,8,3,AK,US,11,180
OUTLANDER 1000,2019-04-08,15,15,AK,US,30,210
OUTLANDER 850,2019-04-08,11,0,AK,US,11,220
OUTLANDER 450,2019-04-08,10,11,AK,US,21,201
OUTLANDER 1000,2019-04-15,14,1,AK,US,15,225
OUTLANDER 850,2019-04-15,1,4,AK,US,5,225
OUTLANDER 450,2019-04-15,9,15,AK,US,24,225
OUTLANDER 1000,2019-04-22,12,3,AK,US,15,240
OUTLANDER 850,2019-04-22,2,2,AK,US,4,229
OUTLANDER 450,2019-04-22,11,0,AK,US,11,236
OUTLANDER 1000,2019-04-29,10,13,AK,US,23,263
OUTLANDER 850,2019-04-29,10,7,AK,US,17,246
OUTLANDER 450,2019-04-29,4,6,AK,US,10,246
OUTLANDER 1000,2019-05-06,1,13,AK,US,14,277
OUTLANDER 850,2019-05-06,1,12,AK,US,13,259
OUTLANDER 450,2019-05-06,14,10,AK,US,24,270
OUTLANDER 1000,2019-05-13,12,7,AK,US,19,296
OUTLANDER 850,2019-05-13,10,14,AK,US,24,283
OUTLANDER 450,2019-05-13,2,0,AK,US,2,272
OUTLANDER 1000,2019-05-20,0,13,AK,US,13,309
OUTLANDER 850,2019-05-20,4,7,AK,US,11,294
OUTLANDER 450,2019-05-20,12,9,AK,US,21,293
OUTLANDER 1000,2019-05-27,14,10,AK,US,24,333
OUTLANDER 850,2019-05-27,9,1,AK,US,10,304
OUTLANDER 450,2019-05-27,8,9,AK,US,17,310
OUTLANDER 1000,2019-06-03,1,10,AK,US,11,344
OUTLANDER 850,2019-06-03,13,6,AK,US,19,323
OUTLANDER 450,2019-06-03,3,4,AK,US,7,317
OUTLANDER 1000,2019-06-10,2,1,AK,US,3,347
OUTLANDER 850,2019-06-10,5,10,AK,US,15,338
OUTLANDER 450,2019-06-10,2,11,AK,US,13,330
OUTLANDER 1000,2019-06-17,12,0,AK,US,12,359
OUTLANDER 850,2019-06-17,6,15,AK,US,21,359
OUTLANDER 450,2019-06-17,6,11,AK,US,17,347
OUTLANDER 1000,2019-06-24,1,9,AK,US,10,369
OUTLANDER 850,2019-06-24,9,1,AK,US,10,369
OUTLANDER 450,2019-06-24,9,2,AK,US,11,358
OUTLANDER 1000,2019-07-01,1,14,AK,US,15,384
OUTLANDER 850,2019-07-01,5,4,AK,US,9,378
OUTLANDER 450,2019-07-01,7,0,AK,US,7,365
OUTLANDER 1000,2019-07-08,9,3,AK,US,12,396
OUTLANDER 850,2019-07-08,9,7,AK,US,16,394
OUTLANDER 450,2019-07-08,14,3,AK,US,17,382
OUTLANDER 1000,2019-07-15,1,12,AK,US,13,409
OUTLANDER 850,2019-07-15,0,12,AK,US,12,406
OUTLANDER 450,2019-07-15,4,7,AK,US,11,393
OUTLANDER 1000,2019-07-22,1,11,AK,US,12,421
OUTLANDER 850,2019-07-22,10,7,AK,US,17,423
OUTLANDER 450,2019-07-22,4,9,AK,US,13,406
OUTLANDER 1000,2019-07-29,3,10,AK,US,13,434
OUTLANDER 850,2019-07-29,5,8,AK,US,13,436
OUTLANDER 450,2019-07-29,4,14,AK,US,18,424
OUTLANDER 1000,2019-08-05,5,2,AK,US,7,441
OUTLANDER 850,2019-08-05,2,8,AK,US,10,446
OUTLANDER 450,2019-08-05,13,9,AK,US,22,446
OUTLANDER 1000,2019-08-12,13,12,AK,US,25,466
OUTLANDER 850,2019-08-12,8,6,AK,US,14,460
OUTLANDER 450,2019-08-12,0,10,AK,US,10,456
OUTLANDER 1000,2019-08-19,2,14,AK,US,16,482
OUTLANDER 850,2019-08-19,14,7,AK,US,21,481
OUTLANDER 450,2019-08-19,12,2,AK,US,14,470
OUTLANDER 1000,2019-08-26,3,10,AK,US,13,495
OUTLANDER 850,2019-08-26,3,13,AK,US,16,497
OUTLANDER 450,2019-08-26,4,14,AK,US,18,488
OUTLANDER 1000,2019-09-02,15,13,AK,US,28,523
OUTLANDER 850,2019-09-02,10,0,AK,US,10,507
OUTLANDER 450,2019-09-02,12,4,AK,US,16,504
OUTLANDER 1000,2019-09-09,5,11,AK,US,16,539
OUTLANDER 850,2019-09-09,10,5,AK,US,15,522
OUTLANDER 450,2019-09-09,9,7,AK,US,16,520
OUTLANDER 1000,2019-09-16,8,2,AK,US,10,549
OUTLANDER 850,2019-09-16,2,2,AK,US,4,526
OUTLANDER 450,2019-09-16,0,5,AK,US,5,525
OUTLANDER 1000,2019-09-23,8,11,AK,US,19,568
OUTLANDER 850,2019-09-23,1,13,AK,US,14,540
OUTLANDER 450,2019-09-23,4,1,AK,US,5,530
OUTLANDER 1000,2019-09-30,3,15,AK,US,18,586
OUTLANDER 850,2019-09-30,7,1,AK,US,8,548
OUTLANDER 450,2019-09-30,10,11,AK,US,21,551
OUTLANDER 1000,2019-10-07,4,9,AK,US,13,599
OUTLANDER 850,2019-10-07,14,1,AK,US,15,563
OUTLANDER 450,2019-10-07,6,10,AK,US,16,567
OUTLANDER 1000,2019-10-14,6,4,AK,US,10,609
OUTLANDER 850,2019-10-14,6,5,AK,US,11,574
OUTLANDER 450,2019-10-14,12,0,AK,US,12,579
OUTLANDER 1000,2019-10-21,12,8,AK,US,20,629
OUTLANDER 850,2019-10-21,11,11,AK,US,22,596
OUTLANDER 450,2019-10-21,10,3,AK,US,13,592
OUTLANDER 1000,2019-10-28,7,3,AK,US,10,639
OUTLANDER 850,2019-10-28,8,1,AK,US,9,605
OUTLANDER 450,2019-10-28,13,4,AK,US,17,609
OUTLANDER 1000,2019-11-04,4,5,AK,US,9,648
OUTLANDER 850,2019-11-04,8,0,AK,US,8,613
OUTLANDER 450,2019-11-04,13,4,AK,US,17,626
OUTLANDER 1000,2019-11-11,9,5,AK,US,14,662
OUTLANDER 850,2019-11-11,9,8,AK,US,17,630
OUTLANDER 450,2019-11-11,11,14,AK,US,25,651
OUTLANDER 1000,2019-11-18,12,2,AK,US,14,676
OUTLANDER 850,2019-11-18,11,14,AK,US,25,655
OUTLANDER 450,2019-11-18,0,4,AK,US,4,655
OUTLANDER 1000,2019-11-25,14,2,AK,US,16,692
OUTLANDER 850,2019-11-25,2,1,AK,US,3,658
OUTLANDER 450,2019-11-25,12,3,AK,US,15,670
OUTLANDER 1000,2019-12-02,9,13,AK,US,22,714
OUTLANDER 850,2019-12-02,3,13,AK,US,16,674
OUTLANDER 450,2019-12-02,3,13,AK,US,16,686
OUTLANDER 1000,2019-12-09,11,9,AK,US,20,734
OUTLANDER 850,2019-12-09,12,7,AK,US,19,693
OUTLANDER 450,2019-12-09,7,8,AK,US,15,701
OUTLANDER 1000,2019-12-16,10,7,AK,US,17,751
OUTLANDER 850,2019-12-16,5,1,AK,US,6,699
OUTLANDER 450,2019-12-16,7,2,AK,US,9,710
OUTLANDER 1000,2019-12-23,5,7,AK,US,12,763
OUTLANDER 850,2019-12-23,11,15,AK,US,26,725
OUTLANDER 450,2019-12-23,7,13,AK,US,20,730
OUTLANDER 1000,2019-12-30,2,15,AK,US,17,780
OUTLANDER 850,2019-12-30,13,3,AK,US,16,741
OUTLANDER 450,2019-12-30,1,10,AK,US,11,741
OUTLANDER 1000,2020-01-06,1,12,AK,US,13,793
OUTLANDER 850,2020-01-06,7,2,AK,US,9,750
OUTLANDER 450,2020-01-06,8,12,AK,US,20,761
OUTLANDER 1000,2020-01-13,14,2,AK,US,16,809
OUTLANDER 850,2020-01-13,14,0,AK,US,14,764
OUTLANDER 450,2020-01-13,8,13,AK,US,21,782
OUTLANDER 1000,2020-01-20,5,9,AK,US,14,823
OUTLANDER 850,2020-01-20,5,2,AK,US,7,771
OUTLANDER 450,2020-01-20,12,12,AK,US,24,806
OUTLANDER 1000,2020-01-27,11,12,AK,US,23,846
OUTLANDER 850,2020-01-27,1,1,AK,US,2,773
OUTLANDER 450,2020-01-27,9,7,AK,US,16,822
OUTLANDER 1000,2020-02-03,4,6,AK,US,10,856
OUTLANDER 850,2020-02-03,1,6,AK,US,7,780
OUTLANDER 450,2020-02-03,14,5,AK,US,19,841
OUTLANDER 1000,2020-02-10,10,5,AK,US,15,871
OUTLANDER 850,2020-02-10,9,6,AK,US,15,795
OUTLANDER 450,2020-02-10,14,5,AK,US,19,860
OUTLANDER 1000,2020-02-17,7,5,AK,US,12,883
OUTLANDER 850,2020-02-17,14,12,AK,US,26,821
OUTLANDER 450,2020-02-17,11,12,AK,US,23,883
OUTLANDER 1000,2020-02-24,2,2,AK,US,4,887
OUTLANDER 850,2020-02-24,2,7,AK,US,9,830
OUTLANDER 450,2020-02-24,14,7,AK,US,21,904
OUTLANDER 1000,2020-03-02,5,11,AK,US,16,903
OUTLANDER 850,2020-03-02,10,1,AK,US,11,841
OUTLANDER 450,2020-03-02,9,7,AK,US,16,920
OUTLANDER 1000,2020-03-09,12,11,AK,US,23,926
OUTLANDER 850,2020-03-09,8,13,AK,US,21,862
OUTLANDER 450,2020-03-09,5,8,AK,US,13,933
OUTLANDER 1000,2020-03-16,7,13,AK,US,20,946
OUTLANDER 850,2020-03-16,8,13,AK,US,21,883
OUTLANDER 450,2020-03-16,8,5,AK,US,13,946
OUTLANDER 1000,2020-03-23,10,0,AK,US,10,956
OUTLANDER 850,2020-03-23,8,4,AK,US,12,895
OUTLANDER 450,2020-03-23,12,4,AK,US,16,962
OUTLANDER 1000,2020-03-30,10,1,AK,US,11,967
OUTLANDER 850,2020-03-30,7,5,AK,US,12,907
OUTLANDER 450,2020-03-30,4,12,AK,US,16,978
OUTLANDER 1000,2020-04-06,7,1,AK,US,8,975
OUTLANDER 850,2020-04-06,9,2,AK,US,11,918
OUTLANDER 450,2020-04-06,14,2,AK,US,16,994
OUTLANDER 1000,2020-04-13,13,5,AK,US,18,993
OUTLANDER 850,2020-04-13,11,7,AK,US,18,936
OUTLANDER 450,2020-04-13,9,3,AK,US,12,1006
OUTLANDER 1000,2020-04-20,9,13,AK,US,22,1015
OUTLANDER 850,2020-04-20,5,8,AK,US,13,949
OUTLANDER 450,2020-04-20,6,5,AK,US,11,1017
OUTLANDER 1000,2020-04-27,11,2,AK,US,13,1028
OUTLANDER 850,2020-04-27,12,7,AK,US,19,968
OUTLANDER 450,2020-04-27,14,4,AK,US,18,1035
OUTLANDER 1000,2020-05-04,13,15,AK,US,28,1056
OUTLANDER 850,2020-05-04,12,8,AK,US,20,988
OUTLANDER 450,2020-05-04,7,3,AK,US,10,1045
OUTLANDER 1000,2020-05-11,8,14,AK,US,22,1078
OUTLANDER 850,2020-05-11,5,1,AK,US,6,994
OUTLANDER 450,2020-05-11,8,2,AK,US,10,1055
OUTLANDER 1000,2020-05-18,3,13,AK,US,16,1094
OUTLANDER 850,2020-05-18,7,3,AK,US,10,1004
OUTLANDER 450,2020-05-18,5,14,AK,US,19,1074
OUTLANDER 1000,2020-05-25,5,10,AK,US,15,1109
OUTLANDER 850,2020-05-25,9,1,AK,US,10,1014
OUTLANDER 450,2020-05-25,13,8,AK,US,21,1095
OUTLANDER 1000,2020-06-01,15,9,AK,US,24,1133
OUTLANDER 850,2020-06-01,15,4,AK,US,19,1033
OUTLANDER 450,2020-06-01,9,10,AK,US,19,1114
OUTLANDER 1000,2020-06-08,5,5,AK,US,10,1143
OUTLANDER 850,2020-06-08,14,14,AK,US,28,1061
OUTLANDER 450,2020-06-08,13,15,AK,US,28,1142
OUTLANDER 1000,2020-06-15,1,12,AK,US,13,1156
OUTLANDER 850,2020-06-15,1,9,AK,US,10,1071
OUTLANDER 450,2020-06-15,15,3,AK,US,18,1160
OUTLANDER 1000,2020-06-22,11,2,AK,US,13,1169
OUTLANDER 850,2020-06-22,1,9,AK,US,10,1081
OUTLANDER 450,2020-06-22,5,0,AK,US,5,1165
OUTLANDER 1000,2020-06-29,12,14,AK,US,26,1195
OUTLANDER 850,2020-06-29,7,9,AK,US,16,1097
OUTLANDER 450,2020-06-29,2,3,AK,US,5,1170
OUTLANDER 1000,2020-07-06,9,8,AK,US,17,1212
OUTLANDER 850,2020-07-06,4,2,AK,US,6,1103
OUTLANDER 450,2020-07-06,6,1,AK,US,7,1177
OUTLANDER 1000,2020-07-13,11,5,AK,US,16,1228
OUTLANDER 850,2020-07-13,13,13,AK,US,26,1129
OUTLANDER 450,2020-07-13,3,13,AK,US,16,1193
OUTLANDER 1000,2020-07-20,11,13,AK,US,24,1252
OUTLANDER 850,2020-07-20,10,9,AK,US,19,1148
OUTLANDER 450,2020-07-20,14,7,AK,US,21,1214
OUTLANDER 1000,2020-07-27,4,12,AK,US,16,1268
OUTLANDER 850,2020-07-27,2,6,AK,US,8,1156
OUTLANDER 450,2020-07-27,14,7,AK,US,21,1235
OUTLANDER 1000,2020-08-03,11,13,AK,US,24,1292
OUTLANDER 850,2020-08-03,10,2,AK,US,12,1168
OUTLANDER 450,2020-08-03,10,1,AK,US,11,1246
OUTLANDER 1000,2020-08-10,8,12,AK,US,20,1312
OUTLANDER 850,2020-08-10,1,1,AK,US,2,1170
OUTLANDER 450,2020-08-10,4,0,AK,US,4,1250
OUTLANDER 1000,2020-08-17,12,10,AK,US,22,1334
OUTLANDER 850,2020-08-17,9,12,AK,US,21,1191
OUTLANDER 450,2020-08-17,9,7,AK,US,16,1266
OUTLANDER 1000,2020-08-24,5,0,AK,US,5,1339
OUTLANDER 850,2020-08-24,9,13,AK,US,22,1213
OUTLANDER 450,2020-08-24,4,3,AK,US,7,1273
OUTLANDER 1000,2020-08-31,7,3,AK,US,10,1349
OUTLANDER 850,2020-08-31,3,7,AK,US,10,1223
OUTLANDER 450,2020-08-31,6,10,AK,US,16,1289
OUTLANDER 1000,2020-09-07,10,3,AK,US,13,1362
OUTLANDER 850,2020-09-07,3,13,AK,US,16,1239
OUTLANDER 450,2020-09-07,13,12,AK,US,25,1314
OUTLANDER 1000,2020-09-14,6,12,AK,US,18,1380
OUTLANDER 850,2020-09-14,1,5,AK,US,6,1245
OUTLANDER 450,2020-09-14,6,7,AK,US,13,1327
OUTLANDER 1000,2020-09-21,14,2,AK,US,16,1396
OUTLANDER 850,2020-09-21,2,0,AK,US,2,1247
OUTLANDER 450,2020-09-21,5,11,AK,US,16,1343
OUTLANDER 1000,2020-09-28,6,5,AK,US,11,1407
OUTLANDER 850,2020-09-28,8,6,AK,US,14,1261
OUTLANDER 450,2020-09-28,6,12,AK,US,18,1361
OUTLANDER 1000,2020-10-05,7,3,AK,US,10,1417
OUTLANDER 850,2020-10-05,11,5,AK,US,16,1277
OUTLANDER 450,2020-10-05,14,8,AK,US,22,1383
OUTLANDER 1000,2020-10-12,0,7,AK,US,7,1424
OUTLANDER 850,2020-10-12,6,2,AK,US,8,1285
OUTLANDER 450,2020-10-12,8,10,AK,US,18,1401
OUTLANDER 1000,2020-10-19,13,7,AK,US,20,1444
OUTLANDER 850,2020-10-19,6,12,AK,US,18,1303
OUTLANDER 450,2020-10-19,2,1,AK,US,3,1404
OUTLANDER 1000,2020-10-26,1,2,AK,US,3,1447
OUTLANDER 850,2020-10-26,0,4,AK,US,4,1307
OUTLANDER 450,2020-10-26,13,6,AK,US,19,1423
OUTLANDER 1000,2020-11-02,8,12,AK,US,20,1467
OUTLANDER 850,2020-11-02,5,13,AK,US,18,1325
OUTLANDER 450,2020-11-02,14,5,AK,US,19,1442
OUTLANDER 1000,2020-11-09,6,8,AK,US,14,1481
OUTLANDER 850,2020-11-09,1,12,AK,US,13,1338
OUTLANDER 450,2020-11-09,7,15,AK,US,22,1464
OUTLANDER 1000,2020-11-16,14,8,AK,US,22,1503
OUTLANDER 850,2020-11-16,11,14,AK,US,25,1363
OUTLANDER 450,2020-11-16,9,15,AK,US,24,1488
OUTLANDER 1000,2020-11-23,11,5,AK,US,16,1519
OUTLANDER 850,2020-11-23,7,12,AK,US,19,1382
OUTLANDER 450,2020-11-23,7,8,AK,US,15,1503
OUTLANDER 1000,2020-11-30,9,8,AK,US,17,1536
OUTLANDER 850,2020-11-30,14,6,AK,US,20,1402
OUTLANDER 450,2020-11-30,5,5,AK,US,10,1513
OUTLANDER 1000,2020-12-07,5,12,AK,US,17,1553
OUTLANDER 850,2020-12-07,9,6,AK,US,15,1417
OUTLANDER 450,2020-12-07,3,14,AK,US,17,1530
OUTLANDER 1000,2020-12-14,1,12,AK,US,13,1566
OUTLANDER 850,2020-12-14,14,13,AK,US,27,1444
OUTLANDER 450,2020-12-14,2,3,AK,US,5,1535
OUTLANDER 1000,2020-12-21,15,15,AK,US,30,1596
OUTLANDER 850,2020-12-21,5,13,AK,US,18,1462
OUTLANDER 450,2020-12-21,3,3,AK,US,6,1541
OUTLANDER 1000,2020-12-28,6,12,AK,US,18,1614
OUTLANDER 850,2020-12-28,13,6,AK,US,19,1481
OUTLANDER 450,2020-12-28,5,4,AK,US,9,1550
OUTLANDER 1000,2021-01-04,14,5,AK,US,19,1633
OUTLANDER 850,2021-01-04,11,2,AK,US,13,1494
OUTLANDER 450,2021-01-04,0,9,AK,US,9,1559
OUTLANDER 1000,2021-01-11,8,14,AK,US,22,1655
OUTLANDER 850,2021-01-11,7,9,AK,US,16,1510
OUTLANDER 450,2021-01-11,9,4,AK,US,13,1572
OUTLANDER 1000,2021-01-18,11,7,AK,US,18,1673
OUTLANDER 850,2021-01-18,8,5,AK,US,13,1523
OUTLANDER 450,2021-01-18,2,4,AK,US,6,1578
OUTLANDER 1000,2021-01-25,9,8,AK,US,17,1690
OUTLANDER 850,2021-01-25,4,8,AK,US,12,1535
OUTLANDER 450,2021-01-25,4,6,AK,US,10,1588
OUTLANDER 1000,2021-02-01,3,4,AK,US,7,1697
OUTLANDER 850,2021-02-01,9,3,AK,US,12,1547
OUTLANDER 450,2021-02-01,2,2,AK,US,4,1592
OUTLANDER 1000,2021-02-08,14,4,AK,US,18,1715
OUTLANDER 850,2021-02-08,8,7,AK,US,15,1562
OUTLANDER 450,2021-02-08,12,5,AK,US,17,1609
OUTLANDER 1000,2021-02-15,13,4,AK,US,17,1732
OUTLANDER 850,2021-02-15,6,1,AK,US,7,1569
OUTLANDER 450,2021-02-15,12,3,AK,US,15,1624
OUTLANDER 1000,2021-02-22,6,0,AK,US,6,1738
OUTLANDER 850,2021-02-22,13,5,AK,US,18,1587
OUTLANDER 450,2021-02-22,9,3,AK,US,12,1636
OUTLANDER 1000,2021-03-01,10,0,AK,US,10,1748
OUTLANDER 850,2021-03-01,7,7,AK,US,14,1601
OUTLANDER 450,2021-03-01,11,14,AK,US,25,1661
OUTLANDER 1000,2021-03-08,8,14,AK,US,22,1770
OUTLANDER 850,2021-03-08,4,1,AK,US,5,1606
OUTLANDER 450,2021-03-08,6,14,AK,US,20,1681
OUTLANDER 1000,2021-03-15,1,7,AK,US,8,1778
OUTLANDER 850,2021-03-15,11,6,AK,US,17,1623
OUTLANDER 450,2021-03-15,5,6,AK,US,11,1692
OUTLANDER 1000,2021-03-22,14,11,AK,US,25,1803
OUTLANDER 850,2021-03-22,9,2,AK,US,11,1634
OUTLANDER 450,2021-03-22,4,0,AK,US,4,1696
OUTLANDER 1000,2021-03-29,2,3,AK,US,5,1808
OUTLANDER 850,2021-03-29,1,12,AK,US,13,1647
OUTLANDER 450,2021-03-29,3,12,AK,US,15,1711
OUTLANDER 1000,2021-04-05,2,1,AK,US,3,1811
OUTLANDER 850,2021-04-05,13,9,AK,US,22,1669
OUTLANDER 450,2021-04-05,6,7,AK,US,13,1724
OUTLANDER 1000,2021-04-12,12,11,AK,US,23,1834
OUTLANDER 850,2021-04-12,2,12,AK,US,14,1683
OUTLANDER 450,2021-04-12,5,12,AK,US,17,1741
OUTLANDER 1000,2021-04-19,10,15,AK,US,25,1859
OUTLANDER 850,2021-04-19,9,9,AK,US,18,1701
OUTLANDER 450,2021-04-19,4,4,AK,US,8,1749
OUTLANDER 1000,2021-04-26,13,0,AK,US,13,1872
OUTLANDER 850,2021-04-26,7,15,AK,US,22,1723
OUTLANDER 450,2021-04-26,2,7,AK,US,9,1758
OUTLANDER 1000,2021-05-03,14,11,AK,US,25,1897
OUTLANDER 850,2021-05-03,11,12,AK,US,23,1746
OUTLANDER 450,2021-05-03,8,10,AK,US,18,1776
OUTLANDER 1000,2021-05-10,12,10,AK,US,22,1919
OUTLANDER 850,2021-05-10,6,15,AK,US,21,1767
OUTLANDER 450,2021-05-10,1,13,AK,US,14,1790
OUTLANDER 1000,2021-05-17,4,2,AK,US,6,1925
OUTLANDER 850,2021-05-17,7,4,AK,US,11,1778
OUTLANDER 450,2021-05-17,12,15,AK,US,27,1817
OUTLANDER 1000,2021-05-24,8,14,AK,US,22,1947
OUTLANDER 850,2021-05-24,10,14,AK,US,24,1802
OUTLANDER 450,2021-05-24,3,13,AK,US,16,1833
OUTLANDER 1000,2021-05-31,6,3,AK,US,9,1956
OUTLANDER 850,2021-05-31,7,3,AK,US,10,1812
OUTLANDER 450,2021-05-31,8,13,AK,US,21,1854
OUTLANDER 1000,2021-06-07,10,13,AK,US,23,1979
OUTLANDER 850,2021-06-07,3,9,AK,US,12,1824
OUTLANDER 450,2021-06-07,2,3,AK,US,5,1859
OUTLANDER 1000,2021-06-14,12,1,AK,US,13,1992
OUTLANDER 850,2021-06-14,4,14,AK,US,18,1842
OUTLANDER 450,2021-06-14,1,0,AK,US,1,1860
OUTLANDER 1000,2021-06-21,12,10,AK,US,22,2014
OUTLANDER 850,2021-06-21,1,7,AK,US,8,1850
OUTLANDER 450,2021-06-21,14,1,AK,US,15,1875
OUTLANDER 1000,2021-06-28,1,7,AK,US,8,2022
OUTLANDER 850,2021-06-28,3,5,AK,US,8,1858
OUTLANDER 450,2021-06-28,4,13,AK,US,17,1892
OUTLANDER 1000,2021-07-05,4,7,AK,US,11,2033
OUTLANDER 850,2021-07-05,11,12,AK,US,23,1881
OUTLANDER 450,2021-07-05,9,11,AK,US,20,1912
OUTLANDER 1000,2021-07-12,5,2,AK,US,7,2040
OUTLANDER 850,2021-07-12,9,11,AK,US,20,1901
OUTLANDER 450,2021-07-12,4,15,AK,US,19,1931
OUTLANDER 1000,2021-07-19,3,13,AK,US,16,2056
OUTLANDER 850,2021-07-19,12,6,AK,US,18,1919
OUTLANDER 450,2021-07-19,9,13,AK,US,22,1953
OUTLANDER 1000,2021-07-26,7,14,AK,US,21,2077
OUTLANDER 850,2021-07-26,14,10,AK,US,24,1943
OUTLANDER 450,2021-07-26,9,7,AK,US,16,1969
OUTLANDER 1000,2021-08-02,4,4,AK,US,8,2085
OUTLANDER 850,2021-08-02,13,5,AK,US,18,1961
OUTLANDER 450,2021-08-02,7,2,AK,US,9,1978
OUTLANDER 1000,2021-08-09,4,8,AK,US,12,2097
OUTLANDER 850,2021-08-09,9,0,AK,US,9,1970
OUTLANDER 450,2021-08-09,7,11,AK,US,18,1996
OUTLANDER 1000,2021-08-16,4,6,AK,US,10,2107
OUTLANDER 850,2021-08-16,11,4,AK,US,15,1985
OUTLANDER 450,2021-08-16,4,5,AK,US,9,2005
OUTLANDER 1000,2021-08-23,8,4,AK,US,12,2119
OUTLANDER 850,2021-08-23,4,14,AK,US,18,2003
OUTLANDER 450,2021-08-23,5,13,AK,US,18,2023
OUTLANDER 1000,2021-08-30,14,6,AK,US,20,2139
OUTLANDER 850,2021-08-30,5,1,AK,US,6,2009
OUTLANDER 450,2021-08-30,4,1,AK,US,5,2028
OUTLANDER 1000,2021-09-06,9,8,AK,US,17,2156
OUTLANDER 850,2021-09-06,9,5,AK,US,14,2023
OUTLANDER 450,2021-09-06,6,11,AK,US,17,2045
OUTLANDER 1000,2021-09-13,13,3,AK,US,16,2172
OUTLANDER 850,2021-09-13,14,7,AK,US,21,2044
OUTLANDER 450,2021-09-13,3,7,AK,US,10,2055
OUTLANDER 1000,2021-09-20,10,11,AK,US,21,2193
OUTLANDER 850,2021-09-20,1,10,AK,US,11,2055
OUTLANDER 450,2021-09-20,14,8,AK,US,22,2077
OUTLANDER 1000,2021-09-27,4,13,AK,US,17,2210
OUTLANDER 850,2021-09-27,1,14,AK,US,15,2070
OUTLANDER 450,2021-09-27,10,4,AK,US,14,2091
OUTLANDER 1000,2021-10-04,2,1,AK,US,3,2213
OUTLANDER 850,2021-10-04,5,1,AK,US,6,2076
OUTLANDER 450,2021-10-04,1,10,AK,US,11,2102
OUTLANDER 1000,2021-10-11,1,4,AK,US,5,2218
OUTLANDER 850,2021-10-11,11,1,AK,US,12,2088
